city,date,tmax,tmin,tavg
xiangyang,1981/11/27,49,37,43
xiangyang,1981/11/28,47,34,41
xiangyang,1981/11/29,54,37,45
xiangyang,1981/11/30,54,42,47
xiangyang,1981/12/1,43,31,37
xiangyang,1981/12/2,40,30,34
xiangyang,1981/12/3,44,29,36
xiangyang,1981/12/4,46,29,38
xiangyang,1981/12/5,47,29,36
xiangyang,1981/12/6,56,27,40
xiangyang,1981/12/7,58,29,42
xiangyang,1981/12/8,50,33,40
xiangyang,1981/12/9,56,33,42
xiangyang,1981/12/10,55,30,41
xiangyang,1981/12/11,64,30,45
xiangyang,1981/12/12,49,40,44
xiangyang,1981/12/13,47,41,44
xiangyang,1981/12/14,50,31,39
xiangyang,1981/12/15,46,37,41
xiangyang,1981/12/16,52,28,38
xiangyang,1981/12/17,44,37,39
xiangyang,1981/12/18,46,34,38
xiangyang,1981/12/19,49,26,36
xiangyang,1981/12/20,56,25,37
xiangyang,1981/12/21,60,25,39
xiangyang,1981/12/22,60,33,45
xiangyang,1981/12/23,55,27,39
xiangyang,1981/12/24,51,29,39
xiangyang,1981/12/25,47,27,38
xiangyang,1981/12/26,60,29,43
xiangyang,1981/12/27,61,30,43
xiangyang,1981/12/28,47,33,41
xiangyang,1981/12/29,42,33,35
xiangyang,1981/12/30,37,18,28
